CustomerID,Recency,Frequency,Monetary,Cluster,R_norm,F_norm,M_norm,RFM_weighted
12372.0,72,3,1196.04,0,0.8096514745308311,0.009756097560975608,0.0042713852369327485,0.2475308257223151
12373.0,311,1,324.6,1,0.16890080428954424,0.0,0.0011494468235663075,0.05113002001628979
12374.0,25,1,622.93,0,0.935656836461126,0.0,0.0022182156279126884,0.2815843371895029
12375.0,11,2,377.5,0,0.9731903485254692,0.004878048780487805,0.0013389613536166662,0.2939561037332337
12377.0,315,2,1548.12,1,0.1581769436997319,0.004878048780487805,0.005532713700829352,0.05112958322439765
12378.0,130,1,4008.62,0,0.6541554959785523,0.0,0.014347467976612113,0.20198563598421052
12379.0,82,2,777.24,0,0.7828418230563002,0.004878048780487805,0.0027710320198232915,0.2374243743589657
12380.0,22,4,2427.81,0,0.9436997319034852,0.014634146341463414,0.008684207782870944,0.29097384658663294
12381.0,5,3,1474.81,0,0.9892761394101877,0.009756097560975608,0.005270080237729318,0.30181770318644074
12383.0,185,5,1628.56,1,0.5067024128686327,0.01951219512195122,0.005820890426675305,0.1601927385678453
12384.0,29,2,425.27000000000004,0,0.9249329758713136,0.004878048780487805,0.0015100976315090226,0.279547346448144
12386.0,338,2,401.9,1,0.09651474530831095,0.004878048780487805,0.0014263744827892324,0.03098838801975532
12388.0,16,6,2780.66,0,0.9597855227882037,0.024390243902439022,0.009948294775843896,0.2992320479175304
12390.0,80,1,504.84000000000003,0,0.7882037533512064,0.0,0.0017951575777492316,0.2371791890364616
12391.0,22,1,439.66,0,0.9436997319034852,0.0,0.001561649882689073,0.2837345795241212
12393.0,72,4,1582.6000000000001,0,0.8096514745308311,0.014634146341463414,0.005656238483365012,0.24954818165503434
12394.0,64,2,1080.48,0,0.8310991957104558,0.004878048780487805,0.003857390925163005,0.25233612971734826
12395.0,19,12,2682.63,0,0.9517426273458445,0.05365853658536585,0.00959710178187723,0.30545918989211396
12397.0,36,2,2214.9,0,0.906166219839142,0.004878048780487805,0.007921456580734424,0.2764818632181827
12398.0,46,1,1435.66,0,0.8793565683646113,0.0,0.005129825155470878,0.26585890057157174
12399.0,119,4,1033.65,0,0.6836461126005362,0.014634146341463414,0.0036896222022469688,0.21095992656349868
12401.0,303,1,69.3,1,0.19034852546916892,0.0,0.000234833222018923,0.05719849092955825
12402.0,323,1,195.6,1,0.13672922252010722,0.0,0.0006873036406457723,0.04129368821229047
12403.0,50,1,391.7,0,0.868632707774799,0.0,0.0013898329287908647,0.26114574550395603
12405.0,149,1,1390.39,1,0.6032171581769437,0.0,0.004967645140813415,0.18295220550940847
12406.0,22,2,3415.3,0,0.9436997319034852,0.004878048780487805,0.012221895935601171,0.28946209257943234
12407.0,50,5,1507.1200000000001,0,0.868632707774799,0.01951219512195122,0.0053858309837770905,0.26859780326253585
12408.0,33,5,2618.55,0,0.9142091152815013,0.01951219512195122,0.009367534842640425,0.28386340705809193
12409.0,79,3,11072.67,0,0.7908847184986595,0.009756097560975608,0.03965446449839355,0.25605403061724796
12410.0,309,2,533.33,1,0.1742627345844504,0.004878048780487805,0.0018972231535740846,0.0545011242709111
12412.0,75,3,1142.88,0,0.8016085790884718,0.009756097560975608,0.004080939255505961,0.24504177869703658
12413.0,67,3,686.1,0,0.8230563002680965,0.009756097560975608,0.0024445224873319927,0.2508215283436544
12414.0,217,3,442.41,1,0.420911528150134,0.009756097560975608,0.0015715017722474564,0.12982888842223186
12415.0,24,20,124564.53,2,0.938337801608579,0.09268292682926829,0.4462396537694923,0.48780208003915115
12417.0,3,9,3226.1,0,0.9946380697050938,0.03902439024390244,0.011544085933984385,0.31471637235829264
12418.0,113,1,668.58,0,0.6997319034852547,0.0,0.002381756994581855,0.21087227384340915
12420.0,64,1,600.39,0,0.8310991957104558,0.0,0.0021374659585868833,0.25018474509657146
12421.0,16,4,639.04,0,0.9597855227882037,0.014634146341463414,0.002275929788198346,0.29323627265417945
12422.0,96,3,683.5600000000001,0,0.7453083109919572,0.009756097560975608,0.00243542292388534,0.22749349173543398
12423.0,1,8,1634.31,0,1.0,0.03414634146341464,0.005841489832115561,0.31258049837187063
12424.0,163,2,1760.96,1,0.5656836461126005,0.004878048780487805,0.006295214127595296,0.1736865941189646
12425.0,78,1,777.2,0,0.7935656836461126,0.0,0.002770888719611533,0.23917806058167837
12426.0,195,1,510.73,1,0.47989276139410186,0.0,0.001816258533930642,0.1446943318318028
12427.0,22,3,699.8,0,0.9436997319034852,0.009756097560975608,0.002493602809859212,0.2870341899632819
12428.0,26,8,6405.26,0,0.9329758713136729,0.03414634146341464,0.02293344346432274,0.29931004121885535
12429.0,9,4,3388.4,0,0.9785522788203753,0.014634146341463414,0.01212552654319371,0.3028061381658291
12430.0,43,1,216.4,0,0.8873994638069705,0.0,0.0007618197507600911,0.2665245670423952
12431.0,36,15,6314.95,3,0.906166219839142,0.06829268292682926,0.022609907411225427,0.30138163379428157
12432.0,43,4,4359.32,0,0.8873994638069705,0.014634146341463414,0.015603852583203055,0.2768516240778114
12433.0,1,7,13375.87,0,1.0,0.02926829268292683,0.04790569069143678,0.32794276408145273
12434.0,85,2,806.14,0,0.774798927613941,0.004878048780487805,0.002874566422818667,0.23505291948745607
12435.0,80,2,7829.89,0,0.7882037533512064,0.004878048780487805,0.028037187981253608,0.2491394158320097
12436.0,100,1,429.01000000000005,0,0.7345844504021448,0.0,0.0015234962013084242,0.22098473360116683
12437.0,2,18,4447.41,3,0.9973190348525469,0.08292682926829267,0.015919435474547786,0.33044153342607097
12438.0,14,2,2466.85,0,0.9651474530831099,0.004878048780487805,0.00882406878954705,0.2945372780748981
12441.0,367,1,155.55,1,0.018766756032171594,0.0,0.000543824303622769,0.005847556531100586
12442.0,3,1,144.06,0,0.9946380697050938,0.0,0.0005026613177951958,0.29859248543864625
12444.0,21,5,4085.46,0,0.9463806970509383,0.01951219512195122,0.01462274768339982,0.2956169667252268
12445.0,22,1,77.4,0,0.9436997319034852,0.0,0.00026385151489997986,0.28321546017700555
12446.0,58,1,1002.3100000000001,0,0.8471849865951743,0.0,0.0035773464863343364,0.255586434573086
12447.0,243,1,431.49,1,0.3512064343163539,0.0,0.001532380814437439,0.10597488262068114
12448.0,44,1,365.45,0,0.8847184986595175,0.0,0.0012957921648244768,0.26593386646378503
12449.0,22,4,3596.29,0,0.9436997319034852,0.014634146341463414,0.012870293568754562,0.2926482809009864
12450.0,156,2,197.88,1,0.5844504021447721,0.004878048780487805,0.0006954717527159957,0.17707672397866436
12451.0,11,5,8995.52,0,0.9731903485254692,0.01951219512195122,0.03221306362704945,0.3106959885450459
12452.0,17,1,348.57,0,0.9571045576407506,0.0,0.0012353194754624718,0.28762549508241014
12453.0,134,1,707.09,0,0.6434316353887399,0.0,0.0025197192734521634,0.19403737832600285
12454.0,56,1,3528.34,0,0.8525469168900804,0.0,0.012626862334030141,0.2608148200006362
12455.0,73,5,2339.86,0,0.806970509383378,0.01951219512195122,0.008369126442267371,0.25129246192850574
12456.0,44,3,2581.04,0,0.8847184986595175,0.009756097560975608,0.009233155069064074,0.2720356408937736
12457.0,66,6,2043.23,0,0.8257372654155496,0.024390243902439022,0.007306447896920717,0.25796083195416486
12458.0,71,2,787.4,0,0.8123324396782842,0.004878048780487805,0.002807430273609901,0.24628611864707553
12461.0,155,1,626.88,1,0.5871313672922251,0.0,0.002232366523823821,0.17703235679719706
12462.0,19,2,937.59,0,0.9517426273458445,0.004878048780487805,0.0033454867437093983,0.2883243975353834
12463.0,53,4,1200.78,0,0.8605898123324397,0.014634146341463414,0.004288366312026107,0.2642825341269813
12464.0,10,8,957.05,0,0.9758713136729222,0.03414634146341464,0.0034152022967298135,0.30437137745959303
12465.0,17,2,682.1899999999999,0,0.9571045576407506,0.004878048780487805,0.002430514891632618,0.28956698788302454
12468.0,188,2,657.54,1,0.49865951742627346,0.004878048780487805,0.0023422061361365624,0.15199815231648298
12471.0,2,27,17388.649999999998,3,0.9973190348525469,0.12682926829268293,0.06228149628492409,0.36215708945753855
12472.0,32,7,6068.11,0,0.9168900804289544,0.02926829268292683,0.021725601804464922,0.2925377526553503
12473.0,54,3,2585.73,0,0.8579088471849866,0.009756097560975608,0.009249957018892734,0.26399946623134574
12474.0,17,18,6694.09,3,0.9571045576407506,0.08292682926829267,0.023968178468376525,0.3215966874600636
12475.0,54,1,669.38,0,0.8579088471849866,0.0,0.0023846229988170207,0.2583265033550228
12476.0,16,11,5898.42,0,0.9597855227882037,0.04878048780487805,0.021117686481133255,0.31101687777037784
12477.0,23,6,13219.74,0,0.9410187667560321,0.024390243902439022,0.04734635413989117,0.30856124485349784
12478.0,4,1,545.99,0,0.9919571045576407,0.0,0.0019425776705955882,0.29836416243553043
12479.0,11,1,473.2,0,0.9731903485254692,0.0,0.001681807110248412,0.2926298274017401
12480.0,28,4,2885.63,0,0.9276139410187667,0.014634146341463414,0.01032435035655063,0.2868041663506893
12481.0,23,10,5003.82,0,0.9410187667560321,0.04390243902439025,0.017912777245158752,0.3026414726321902
12483.0,17,8,1910.98,0,0.9571045576407506,0.03414634146341464,0.00683266157179482,0.3001083343599675
12484.0,35,4,3939.32,0,0.9088471849865951,0.014634146341463414,0.014099200359740851,0.2826840795423139
12488.0,10,3,1244.66,0,0.9758713136729222,0.009756097560975608,0.004445566644324969,0.29746645002789934
12489.0,336,1,298.93,1,0.10187667560321712,0.0,0.0010574839126704148,0.0309859962460333
12490.0,5,10,4859.93,0,0.9892761394101877,0.04390243902439025,0.017397290558411188,0.31691248975373787
12491.0,39,1,424.40000000000003,0,0.8981233243967829,0.0,0.0015069808519032795,0.2700397896597962
12492.0,63,2,227.21,0,0.8337801608579088,0.004878048780487805,0.0008005466329877732,0.25191768154471406
12493.0,166,2,379.74,1,0.5576407506702412,0.004878048780487805,0.0013469861654751313,0.16929443430140875
12494.0,16,7,1084.1000000000001,0,0.9597855227882037,0.02926829268292683,0.0038703595943271316,0.29826428847907
12497.0,82,1,953.1,0,0.7828418230563002,0.0,0.003401051400818681,0.23621296747721754
12498.0,21,3,349.70000000000005,0,0.9463806970509383,0.009756097560975608,0.0012393677064446442,0.28733678546615204
12500.0,23,11,4059.82,0,0.9410187667560321,0.04878048780487805,0.014530892247662746,0.3027521332673382
12501.0,337,1,2025.39,1,0.09919571045576403,0.0,0.007242536002476514,0.032655727537719816
12502.0,96,5,2995.87,0,0.7453083109919572,0.01951219512195122,0.010719285740156518,0.23373386613023514
12504.0,18,2,428.04999999999995,0,0.9544235924932976,0.004878048780487805,0.0015200569962262244,0.2883985151806261
12506.0,233,1,73.5,1,0.37801608579088475,0.0,0.000249879744253545,0.11350477763496683
12507.0,134,3,1052.81,0,0.6434316353887399,0.009756097560975608,0.0037582630036791967,0.19745962508638634
12508.0,26,2,397.88,0,0.9329758713136729,0.004878048780487805,0.001411972811507523,0.2819209651528512
12509.0,284,1,158.5,1,0.24128686327077742,0.0,0.0005543926942399441,0.0726078160589292
12510.0,143,2,814.5699999999999,0,0.6193029490616622,0.004878048780487805,0.0029047669424467296,0.18841620612962368
12512.0,66,2,132.18,0,0.8257372654155496,0.004878048780487805,0.0004601011549029791,0.2493686347207724
12513.0,113,1,558.29,0,0.6997319034852547,0.0,0.001986642485711267,0.21071422803986092
12514.0,267,1,1017.68,1,0.28686327077747986,0.0,0.003632409592702465,0.08751194507032495
12515.0,353,1,278.7,1,0.05630026809651478,0.0,0.0009850098305736518,0.017284084361183893
12516.0,78,2,1186.06,0,0.7935656836461126,0.004878048780487805,0.004235631834099051,0.24122737246161974
12517.0,28,4,2301.6,0,0.9276139410187667,0.014634146341463414,0.008232059789720551,0.28596725012395724
12518.0,1,5,1840.89,0,1.0,0.01951219512195122,0.00658156377574133,0.3084862840468819
12519.0,64,1,276.84,0,0.8310991957104558,0.0,0.0009783463707268905,0.2497210972614275
12520.0,79,5,2346.2599999999998,0,0.7908847184986595,0.01951219512195122,0.008392054476148698,0.2464758958766427
12521.0,143,1,545.68,0,0.6193029490616622,0.0,0.001941467093954461,0.18656747155608042
12522.0,39,2,156.72,0,0.8981233243967829,0.004878048780487805,0.0005480158348166994,0.2711196182871079
12523.0,19,11,1699.77,0,0.9517426273458445,0.04878048780487805,0.006076000628658028,0.30258733479668
12524.0,9,8,3945.72,0,0.9785522788203753,0.03414634146341464,0.014122128393622178,0.30945843744258583
12526.0,1,3,1172.66,0,1.0,0.009756097560975608,0.00418762626316002,0.3046018797735567
12527.0,82,3,330.71000000000004,0,0.7828418230563002,0.009756097560975608,0.0011713359309123885,0.2382479105575477
12528.0,9,6,1645.48,0,0.9785522788203753,0.024390243902439022,0.005881506416249068,0.3032353593833439
12530.0,60,4,1500.28,0,0.8418230563002681,0.014634146341463414,0.005361326647566419,0.259081691451546
12531.0,15,1,125.22,0,0.9624664879356568,0.0,0.00043516691805703395,0.28891401314791987
12532.0,30,1,313.83000000000004,0,0.9222520107238605,0.0,0.0011108632415503838,0.2771199485137783
12534.0,131,1,981.18,0,0.6514745308310992,0.0,0.0035016481494730112,0.19684301850911898
12535.0,92,2,716.35,0,0.7560321715817695,0.004878048780487805,0.002552893272474211,0.22929422341766686
12536.0,59,1,4279.71,0,0.8445040214477212,0.0,0.015318649336751089,0.25947866616901677
12538.0,29,1,363.95,0,0.9249329758713136,0.0,0.0012904184068835403,0.27799606012414746
12539.0,22,4,5568.35,0,0.9436997319034852,0.014634146341463414,0.019935208958756657,0.2954742470569872
12540.0,20,17,11580.24,3,0.9490616621983914,0.07804878048780488,0.04147283671044762,0.32472226749003796
12541.0,30,3,841.18,0,0.9222520107238605,0.009756097560975608,0.003000097408318942,0.28080247144877846
12544.0,36,1,316.7,0,0.906166219839142,0.0,0.001121145031744042,0.2722983239644402
12545.0,75,2,832.39,0,0.8016085790884718,0.004878048780487805,0.0029686071867850547,0.2431334312354019
12546.0,47,2,1021.5,0,0.8766756032171582,0.004878048780487805,0.0036460947629253834,0.26592453350446393
12547.0,198,2,151.79999999999998,1,0.4718498659517426,0.004878048780487805,0.0005303899087704279,0.1432305303831773
12548.0,166,1,67.19999999999999,1,0.5576407506702412,0.0,0.00022730996090161192,0.167383149185433
12550.0,79,1,824.83,0,0.7908847184986595,0.0,0.0029415234467627355,0.23844202492830294
12551.0,358,1,168.0,1,0.04289544235924936,0.0,0.0005884264945325416,0.013104003305587824
12552.0,40,1,317.82,0,0.8954423592493298,0.0,0.0011251574376732745,0.26908277074986825
12553.0,8,10,3278.28,0,0.9812332439678284,0.04390243902439025,0.011731021060223095,0.31223311332175485
12556.0,50,2,599.56,0,0.868632707774799,0.004878048780487805,0.0021344924791928985,0.26290702395826315
12557.0,16,5,11990.960000000001,0,0.9597855227882037,0.01951219512195122,0.04294424328478191,0.31096701268695925
12558.0,8,1,269.96,0,0.9812332439678284,0.0,0.000953698734304462,0.2947514526840703
12559.0,311,2,525.71,1,0.16890080428954424,0.004878048780487805,0.0018699244632341275,0.05288162570630326
12560.0,5,2,1918.01,0,0.9892761394101877,0.004878048780487805,0.006857846584011343,0.3009893950908072
12561.0,303,1,238.85,1,0.19034852546916892,0.0,0.00084224699460944,0.057441456438594454
12562.0,8,7,3385.7400000000002,0,0.9812332439678284,0.02926829268292683,0.012115997079111783,0.3079968598268713
12564.0,261,1,402.9,1,0.30294906166219837,0.0,0.0014299569880831902,0.09145670129389279
12565.0,289,1,145.92,1,0.2278820375335121,0.0,0.0005093247776419569,0.06856834117111041
12566.0,86,1,297.65,0,0.7721179624664879,0.0,0.001052898305894149,0.23205654806230402
12567.0,23,10,8609.28,0,0.9410187667560321,0.04390243902439025,0.03082935678231125,0.3078081044470512
12569.0,2,32,3152.69,3,0.9973190348525469,0.15121951219512195,0.011281094220354955,0.3490740018024426
12571.0,40,2,519.61,0,0.8954423592493298,0.004878048780487805,0.001848071180940986,0.27083535088132166
12572.0,9,2,912.42,0,0.9785522788203753,0.004878048780487805,0.003255315085460484,0.2963312243144431
12573.0,227,1,160.54000000000002,1,0.39410187667560326,0.0,0.0005617010050396177,0.11845524340469682
12574.0,316,1,182.45000000000002,1,0.1554959785522788,0.0,0.0006401936960302295,0.046904871044095735
12576.0,36,5,1315.83,0,0.906166219839142,0.01951219512195122,0.004700533546095933,0.2795837379067663
12577.0,35,3,622.65,0,0.9088471849865951,0.009756097560975608,0.0022172125264303803,0.2764678697748434
12578.0,21,2,2402.51,0,0.9463806970509383,0.004878048780487805,0.008593570398933817,0.28881505190900136
12579.0,78,1,386.42,0,0.7935656836461126,0.0,0.0013709173008387683,0.23861807201416926
12580.0,247,1,379.7,1,0.34048257372654156,0.0,0.001346842865263373,0.10268350926406782
12581.0,40,1,179.71,0,0.8954423592493298,0.0,0.0006303776315247855,0.2688848588274088
12582.0,239,2,351.36,1,0.36193029490616624,0.004878048780487805,0.0012453146652326138,0.11054062897208926
12583.0,3,15,6705.38,3,0.9946380697050938,0.06829268292682926,0.024008624953145305,0.32848267577083506
12584.0,4,9,2254.15,0,0.9919571045576407,0.03902439024390244,0.008062069913522263,0.31251927640587185
12585.0,234,2,1824.1,1,0.37533512064343166,0.004878048780487805,0.00652141351185578,0.11667251623191816
12586.0,17,1,196.94000000000003,0,0.9571045576407506,0.0,0.0006921041977396756,0.287408208971321
12587.0,8,1,104.0,0,0.9812332439678284,0.0,0.00035914615571925294,0.2945136316526362
12588.0,39,1,174.89999999999998,0,0.8981233243967829,0.0,0.0006131457810608492,0.2696822556314592
12589.0,29,2,574.68,0,0.9249329758713136,0.004878048780487805,0.0020453597474792327,0.2797614512945321
12590.0,211,1,9341.26,1,0.4369973190348525,0.0,0.033451679007382364,0.1444798673134087
12591.0,317,1,368.85,1,0.15281501340482573,0.0,0.0013079726828239327,0.04636769309457729
12592.0,92,2,401.6,0,0.7560321715817695,0.004878048780487805,0.0014252997312010453,0.2288431860011576
12593.0,109,3,382.09999999999997,0,0.710455764075067,0.009756097560975608,0.0013554408779688713,0.21660573484200035
12594.0,38,9,3208.2200000000003,0,0.900804289544236,0.03902439024390244,0.011480030739328424,0.28654061623217286
12596.0,51,2,450.27,0,0.8659517426273459,0.004878048780487805,0.0015996602638579632,0.2618888015278933
12597.0,19,4,3195.22,0,0.9517426273458445,0.014634146341463414,0.011433458170506974,0.2944864153743951
12598.0,10,7,2807.08,0,0.9758713136729222,0.02926829268292683,0.010042944565710256,0.3055590597330388
12599.0,29,7,888.58,0,0.9249329758713136,0.02926829268292683,0.0031699081592525347,0.2875283438299731
12600.0,29,10,2311.04,0,0.9249329758713136,0.04390243902439025,0.008265878639695511,0.29395697592458936
12601.0,190,5,487.06,1,0.4932975871313673,0.01951219512195122,0.0017314606336226647,0.15453551892944462
12602.0,59,1,153.12,0,0.8445040214477212,0.0,0.000535118815758452,0.25356525396061974
12603.0,22,1,613.1999999999999,0,0.9436997319034852,0.0,0.0021833578514024806,0.2839832627116065
12604.0,79,2,236.18,0,0.7908847184986595,0.004878048780487805,0.0008326817054745731,0.239061902865934
12607.0,60,1,1579.51,0,0.8418230563002681,0.0,0.0056451685420066825,0.2548049843068831
12609.0,78,3,964.85,0,0.7935656836461126,0.009756097560975608,0.0034431458380226833,0.24237379269733553
12610.0,23,4,1747.54,0,0.9410187667560321,0.014634146341463414,0.006247136906550384,0.2891947286918688
12611.0,52,1,1193.32,0,0.8632707774798928,0.0,0.004261640822533184,0.2606858895729811
12612.0,74,1,668.0400000000001,0,0.8042895442359249,0.0,0.002379822441723118,0.24223879224746672
12613.0,57,4,3092.38,0,0.8498659517426274,0.014634146341463414,0.011065033326076371,0.26377604275565775
12614.0,278,1,315.6,1,0.25737265415549593,0.0,0.0011172042759206888,0.07765867795701704
12615.0,2,4,2093.19,0,0.9973190348525469,0.014634146341463414,0.007485429861406841,0.3065801263027658
12616.0,95,2,641.3,0,0.7479892761394102,0.004878048780487805,0.0022840262501626902,0.2267738079760345
12617.0,29,1,352.98,0,0.9249329758713136,0.0,0.001251118323808825,0.2779803400909176
12618.0,22,1,137.31,0,0.9436997319034852,0.0,0.0004784794070609818,0.28330131133386993
12619.0,16,8,2945.56,0,0.9597855227882037,0.03414634146341464,0.01053904989881751,0.3023951792350125
12620.0,15,3,1303.41,0,0.9624664879356568,0.009756097560975608,0.00465603883034498,0.29352919118112775
12621.0,2,20,12411.67,3,0.9973190348525469,0.09268292682926829,0.044451439087002824,0.3447811641393457
12622.0,232,1,162.1,1,0.38069705093833783,0.0,0.0005672897132981915,0.11443603116682062
12623.0,276,1,269.1,1,0.2627345844504021,0.0,0.0009506177797516586,0.0792006224470213
12624.0,106,2,569.13,0,0.7184986595174263,0.004878048780487805,0.002025476843097768,0.21782320322661336
12625.0,212,2,2413.82,1,0.4343163538873994,0.004878048780487805,0.008634088533808478,0.13521195621388957
12626.0,23,9,5954.48,0,0.9410187667560321,0.03902439024390244,0.021318521727912515,0.3025403557911454
12627.0,11,6,4082.53,0,0.9731903485254692,0.024390243902439022,0.014612250942888523,0.30511907810552785
12628.0,4,3,732.46,0,0.9919571045576407,0.009756097560975608,0.0026106074327598683,0.30155820360868885
12630.0,10,2,1030.88,0,0.9758713136729222,0.004878048780487805,0.0036796986625827065,0.2956966882010561
12631.0,57,1,480.5,0,0.8498659517426274,0.0,0.0017079593988943026,0.2556429692823459
12633.0,59,4,1929.98,0,0.8445040214477212,0.014634146341463414,0.006900729172380015,0.2605017420057074
12635.0,90,2,1509.18,0,0.7613941018766757,0.004878048780487805,0.005393210944682643,0.2320389295750221
12637.0,67,8,5804.9,0,0.8230563002680965,0.03414634146341464,0.020782650586042332,0.26547385275387025
12638.0,33,1,511.69,0,0.9142091152815013,0.0,0.0018196977390128413,0.2749906136800555
12639.0,239,1,366.1,1,0.36193029490616624,0.0,0.0012981207932655492,0.10909833678915609
12640.0,24,3,994.58,0,0.938337801608579,0.009756097560975608,0.003549653720412044,0.2858480312390312
12641.0,115,1,145.9,0,0.6943699731903485,0.0,0.0005092531275360778,0.208514693208119
12642.0,25,3,905.26,0,0.935656836461126,0.009756097560975608,0.0032296643475557478,0.2849157459456528
12643.0,128,6,3041.64,0,0.6595174262734584,0.024390243902439022,0.01088325700746096,0.2095256038557536
12644.0,130,1,477.91,0,0.6541554959785523,0.0,0.0016986807101829525,0.19692612107763885
12645.0,34,4,1631.18,0,0.9115281501340482,0.014634146341463414,0.005830276590545474,0.28018079957887165
12646.0,5,2,1346.97,0,0.9892761394101877,0.004878048780487805,0.004812092760949774,0.30017109356158256
12647.0,22,12,3146.82,0,0.9436997319034852,0.05365853658536585,0.011260064914279425,0.30371150651236706
12648.0,155,1,300.05,1,0.5871313672922251,0.0,0.0010614963185996474,0.1765640087151074
12649.0,107,3,569.51,0,0.7158176943699732,0.009756097560975608,0.0020268381951094715,0.21848287285732843
12650.0,3,1,242.44000000000003,0,0.9946380697050938,0.0,0.000855108188614748,0.29873346418697405
12651.0,335,1,114.0,1,0.1045576407506702,0.0,0.0003949712086588293,0.03152528070866459
12652.0,331,1,793.98,1,0.11528150134048254,0.0,0.0028310031584441423,0.035716851665522416
12653.0,149,2,2209.85,1,0.6032171581769437,0.004878048780487805,0.007903364928999939,0.1855899080588294
12654.0,11,5,529.98,0,0.9731903485254692,0.01951219512195122,0.0018852217608393265,0.29856485179856185
12656.0,17,5,3619.17,0,0.9571045576407506,0.01951219512195122,0.012952261289880314,0.29816593034476263
12657.0,11,4,1427.18,0,0.9731903485254692,0.014634146341463414,0.0050994455105781164,0.298387126664311
12658.0,19,1,632.05,0,0.9517426273458445,0.0,0.002250888076193582,0.28642314343423075
12659.0,30,1,73.68,0,0.9222520107238605,0.0,0.00025052459520645743,0.27677581305524074
12660.0,11,1,227.1,0,0.9731903485254692,0.0,0.0008001525574054378,0.2922771655806029
12662.0,1,11,3543.78,0,1.0,0.04878048780487805,0.012682176215768847,0.319707016827771
12664.0,8,9,4391.88,0,0.9812332439678284,0.03902439024390244,0.015720498955574317,0.31236548984574897
12665.0,325,1,45.0,1,0.13136729222520105,0.0,0.00014777834337575244,0.03946929900491061
12667.0,58,1,460.13,0,0.8471849865951743,0.0,0.0016349837660563857,0.2548094894849748
12668.0,12,4,3177.15,0,0.9705093833780161,0.014634146341463414,0.011368722299845159,0.3000905478357819
12669.0,151,2,1427.73,1,0.5978552278820375,0.004878048780487805,0.005101415888489793,0.18286054935415352
12670.0,10,5,2744.05,0,0.9758713136729222,0.01951219512195122,0.009817139257032108,0.3025419083412749
12672.0,330,1,225.89999999999998,1,0.11796246648793562,0.0,0.0007958535510526885,0.03570708136680176
12673.0,5,2,574.52,0,0.9892761394101877,0.004878048780487805,0.0020447865466321994,0.29906417107585553
12674.0,39,4,1844.6,0,0.8981233243967829,0.014634146341463414,0.006594854870381912,0.27646518316962665
12676.0,25,6,1091.39,0,0.935656836461126,0.024390243902439022,0.0038964760579200826,0.28957271453223754
12678.0,42,9,16331.46,3,0.8900804289544236,0.03902439024390244,0.05849410751320502,0.30212908876477984
12679.0,59,4,951.02,0,0.8445040214477212,0.014634146341463414,0.0033935997898072493,0.2590988902526783
12680.0,1,4,790.81,0,1.0,0.014634146341463414,0.002819646616662296,0.30551810254910394
12681.0,15,22,12365.54,3,0.9624664879356568,0.1024390243902439,0.04428617811779256,0.3371861249448872
12682.0,4,31,11019.82,3,0.9919571045576407,0.14634146341463414,0.03946512909360789,0.3572756220291256
12683.0,4,14,7612.57,3,0.9919571045576407,0.06341463414634146,0.027258637930770734,0.32751497678350294
12684.0,8,6,2073.63,0,0.9812332439678284,0.024390243902439022,0.00741535605785703,0.30465318878422304
